Record_ID,Date,Day_of_Week,Month,Year,Season,Day_Type,Festival_Status,Festival_Flag,Donation_Source,Donor_ID,Repeat_Donor,Donation_Count_by_Donor,Food_Category,State,Shelter_ID,Shelter_Name,Shelter_Capacity,Meal_Type,Quantity_Received_kg,Quantity_Delivered_kg,Quantity_Wasted_kg,Spoilage_Rate_pct,No_of_People_Served,Expected_Beneficiaries,Prev_Week_Avg_Served,Surplus_Deficit_kg,Demand_Met_pct,Demand_Met,Distance_km,Transport_Mode,Transport_Cost_INR,Delivery_Time_min,Storage_Condition,Temp_at_Pickup_C,Rainfall_mm,Volunteer_Count,Volunteer_Organization,Advance_Notice_Hours,Beneficiary_Rating
REC-0452,2022-06-04,Saturday,June,2022,Monsoon,Weekend,,0,Catering Company,DNR-0052,1,7,Packaged Food,Gujarat,SHL-005,Annapurna Shelter,400,Dinner,282.58,240.31,42.27,14.96,956,333,857.6,174.48,287.1,1,42.2,Van,642.69,72,Room Temperature,36.5,160.6,13,Org_E,13.0,3.7
REC-0476,2022-06-07,Tuesday,June,2022,Monsoon,Weekday,,0,Hotel,DNR-0051,1,4,Raw Groceries,Uttar Pradesh,SHL-002,Umeed Niwas,250,Dinner,241.35,215.58,25.77,10.68,1086,240,993.0,-165.61372498201166,166.4106926431206,0,49.3,Van,695.5,110,Room Temperature,28.1,170.3,15,Org_A,42.0,3.6
REC-0162,2022-06-07,Tuesday,June,2022,Monsoon,Weekday,,0,NGO Partner,DNR-0059,1,5,Raw Groceries,Rajasthan,SHL-004,Jeevan Kendra,180,Snack,107.61,102.37,5.24,4.87,383,149,910.1,74.83,257.0,1,11.0,Car,122.99,42,Frozen,40.1,67.7,6,Org_B,1.0,2.6
REC-0110,2022-06-07,Tuesday,June,2022,Monsoon,Weekday,,0,Supermarket,DNR-0032,1,4,Cooked Meal,Tamil Nadu,SHL-009,Daya Niwas,310,Dinner,158.15,140.68,17.47,11.05,806,190,1058.1,93.57,424.2,1,54.1,Truck,453.01,44,Room Temperature,30.2,114.7,13,Org_C,24.0,4.1
REC-0519,2022-06-08,Wednesday,June,2022,Monsoon,Weekday,,0,Catering Company,DNR-0046,1,6,Cooked Meal,Maharashtra,SHL-008,Karuna Ashram,350,Breakfast,83.85,72.11,11.74,14.0,290,221,1164.9,29.26,131.2,1,45.3,Bike,887.22,114,Room Temperature,34.8,146.8,15,Org_E,2.0,4.8
REC-0011,2022-06-11,Saturday,June,2022,Monsoon,Weekend,,0,Wedding Hall,DNR-0071,0,1,Cooked Meal,Uttar Pradesh,SHL-002,Umeed Niwas,250,Lunch,516.43,478.71,37.72,7.3,1683,188,1990.0,-437.41656314217965,583.1630203568254,0,45.2,Auto-Rickshaw,482.07,57,Frozen,26.0,122.4,10,Org_D,55.0,2.8
REC-0050,2022-06-16,Thursday,June,2022,Monsoon,Weekday,,0,Corporate Canteen,DNR-0058,0,1,Raw Groceries,Gujarat,SHL-003,Seva Sadan,200,Breakfast,45.48,41.53,3.95,8.68,146,135,1633.8,14.39,108.1,1,12.5,Auto-Rickshaw,158.84,167,Refrigerated,35.1,139.6,6,Org_D,5.0,3.6
REC-0542,2022-06-18,Saturday,June,2022,Monsoon,Weekend,,0,Individual Donor,DNR-0047,1,10,Cooked Meal,Karnataka,SHL-005,Annapurna Shelter,400,Lunch,171.04,156.0,15.04,8.79,587,301,1099.4,101.63,195.0,1,38.8,Van,746.28,24,Refrigerated,26.6,116.6,7,Org_A,26.0,3.8
REC-0384,2022-06-18,Saturday,June,2022,Monsoon,Weekend,,0,Corporate Canteen,DNR-0036,1,10,Cooked Meal,Karnataka,SHL-005,Annapurna Shelter,400,Dinner,200.04,184.63,15.41,7.7,945,390,828.6,-90.16804159936969,133.86260921543084,0,44.9,Auto-Rickshaw,616.43,80,Frozen,29.4,103.9,13,Org_C,15.0,4.0
REC-0107,2022-06-19,Sunday,June,2022,Monsoon,Weekend,,0,Temple/Gurudwara,DNR-0014,1,4,Raw Groceries,Karnataka,SHL-007,Prerna Niwas,270,Lunch,50.78,43.74,7.04,13.87,259,236,1707.3,19.043862191331808,49.54496427968967,0,48.1,Car,822.47,35,Room Temperature,29.1,101.9,12,Org_C,38.0,2.6
REC-0176,2022-06-19,Sunday,June,2022,Monsoon,Weekend,,0,Supermarket,DNR-0069,1,2,Cooked Meal,Maharashtra,SHL-004,Jeevan Kendra,180,Dinner,275.26,244.43,30.83,11.2,1090,141,911.6,216.06,773.0,1,23.1,Van,235.94,88,Room Temperature,33.2,125.0,14,Org_B,59.0,3.4
REC-0272,2022-06-24,Friday,June,2022,Monsoon,Weekday,,0,Individual Donor,DNR-0019,1,2,Packaged Food,Gujarat,SHL-006,Asha Griha,220,Lunch,59.43,54.66,4.77,8.02,200,196,1085.1,-10.488852764956787,70.85382338853233,0,40.6,Truck,535.64,56,Frozen,35.1,104.1,5,Org_E,33.0,4.2
REC-0284,2022-06-25,Saturday,June,2022,Monsoon,Weekend,,0,Hotel,DNR-0053,0,1,Raw Groceries,Uttar Pradesh,SHL-010,Sahara Home,290,Snack,316.39,281.79,34.6,10.94,1306,236,959.0,224.52,553.4,1,37.0,Truck,609.22,168,Refrigerated,27.8,171.1,14,Org_B,24.0,3.6
REC-0527,2022-06-25,Saturday,June,2022,Monsoon,Weekend,,0,Restaurant,DNR-0057,1,11,Mixed,Maharashtra,SHL-007,Prerna Niwas,270,Dinner,245.62,227.84,17.78,7.24,1075,162,1013.9,195.87,663.6,1,37.1,Van,456.51,29,Refrigerated,26.4,232.8,11,Org_A,56.0,5.0
REC-0366,2022-06-28,Tuesday,June,2022,Monsoon,Weekday,,0,NGO Partner,DNR-0003,1,6,Cooked Meal,Uttar Pradesh,SHL-001,Aashraya Shelter,300,Breakfast,227.64,209.67,17.97,7.9,1087,277,959.4,145.41,392.4,1,7.8,Car,125.72,162,Frozen,34.3,88.7,12,Org_C,27.0,4.0
REC-0206,2022-06-29,Wednesday,June,2022,Monsoon,Weekday,,0,Individual Donor,DNR-0032,1,7,Cooked Meal,West Bengal,SHL-003,Seva Sadan,200,Snack,21.5,20.34,1.16,5.41,81,161,886.4,10.95621913790843,29.433359571836572,0,18.9,Auto-Rickshaw,198.15,176,Frozen,27.6,303.0,8,Org_E,46.0,3.8
REC-0573,2022-07-02,Saturday,July,2022,Monsoon,Weekend,,0,Wedding Hall,DNR-0040,1,6,Mixed,Delhi,SHL-003,Seva Sadan,200,Dinner,74.2,70.94,3.26,4.4,348,108,1066.3,47.12,322.2,1,41.1,Auto-Rickshaw,698.78,16,Frozen,30.2,115.0,15,Org_D,63.0,
REC-0336,2022-07-03,Sunday,July,2022,Monsoon,Weekend,,0,Wedding Hall,DNR-0045,1,7,Cooked Meal,West Bengal,SHL-007,Prerna Niwas,270,Dinner,151.26,137.29,13.97,9.23,642,224,1223.1,-82.59579900053771,202.44462518686055,0,28.1,Bike,479.0,167,Refrigerated,36.6,210.6,14,Org_C,40.0,3.9
REC-0458,2022-07-04,Monday,July,2022,Monsoon,Weekday,,0,Temple/Gurudwara,DNR-0016,1,8,Packaged Food,Tamil Nadu,SHL-004,Jeevan Kendra,180,Breakfast,48.77,43.97,4.8,9.85,248,144,1586.3,16.55,172.2,1,53.2,Car,607.68,148,Frozen,26.3,169.9,9,Org_E,12.0,4.1
REC-0230,2022-07-05,Tuesday,July,2022,Monsoon,Weekday,,0,Individual Donor,DNR-0029,1,8,Cooked Meal,Maharashtra,SHL-007,Prerna Niwas,270,Breakfast,33.98,30.37,3.61,10.61,129,145,1375.7,0.20424374251259678,32.150423049838224,0,52.6,Auto-Rickshaw,922.3,180,Frozen,35.3,,12,Org_B,27.0,4.3
REC-0054,2022-07-06,Wednesday,July,2022,Monsoon,Weekday,,0,School/College,DNR-0021,1,3,Cooked Meal,Delhi,SHL-007,Prerna Niwas,270,Dinner,50.37,48.95,1.42,2.82,232,228,1849.6,12.318326874635785,33.92003249113932,0,12.1,Bike,212.87,99,Frozen,23.6,106.5,13,Org_A,64.0,4.1
REC-0320,2022-07-07,Thursday,July,2022,Monsoon,Weekday,,0,Supermarket,DNR-0069,1,3,Mixed,Delhi,SHL-001,Aashraya Shelter,300,Breakfast,169.3,166.91,2.39,1.41,775,195,1140.9,131.81,397.4,1,27.3,Bike,237.07,42,Frozen,30.1,90.1,9,Org_B,30.0,3.5
REC-0181,2022-07-10,Sunday,July,2022,Monsoon,Weekend,,0,Temple/Gurudwara,DNR-0001,1,2,Mixed,Rajasthan,SHL-006,Asha Griha,220,Snack,39.51,36.06,3.45,8.74,207,112,1073.3,-11.969952371208421,96.50994996514791,0,23.2,Truck,453.81,38,Room Temperature,31.8,61.6,12,Org_E,46.0,3.9
REC-0203,2022-07-13,Wednesday,July,2022,Monsoon,Weekday,,0,School/College,DNR-0017,1,3,Raw Groceries,Karnataka,SHL-003,Seva Sadan,200,Breakfast,196.44,181.54,14.9,7.59,830,131,798.0,152.98,633.6,1,31.9,Van,551.44,65,Refrigerated,31.8,208.5,7,Org_B,11.0,4.0
REC-0332,2022-07-15,Friday,July,2022,Monsoon,Weekday,,0,Supermarket,DNR-0045,1,6,Mixed,Rajasthan,SHL-001,Aashraya Shelter,300,Snack,232.2,213.4,18.8,8.1,1188,228,832.4,171.47,521.1,1,4.6,Van,49.74,126,Refrigerated,42.1,54.6,15,Org_C,16.0,3.4
REC-0305,2022-07-17,Sunday,July,2022,Monsoon,Weekend,,0,School/College,DNR-0033,1,3,Mixed,Delhi,SHL-005,Annapurna Shelter,400,Dinner,102.04,97.74,4.3,4.22,478,207,899.1,-56.82954324721287,177.09884746728167,0,48.5,Bike,576.0,103,Frozen,25.4,69.0,8,Org_E,16.0,4.7
REC-0016,2022-07-20,Wednesday,July,2022,Monsoon,Weekday,,0,Restaurant,DNR-0062,0,1,Mixed,Maharashtra,SHL-002,Umeed Niwas,250,Lunch,133.14,117.66,15.48,11.62,669,157,1369.0,87.17,426.1,1,7.1,Auto-Rickshaw,126.43,69,Room Temperature,24.8,157.1,2,Org_D,22.0,3.9
REC-0439,2022-07-22,Friday,July,2022,Monsoon,Weekday,,0,Hotel,DNR-0024,1,4,Cooked Meal,Uttar Pradesh,SHL-006,Asha Griha,220,Lunch,175.17,172.93,2.24,1.28,868,136,1043.3,142.48,638.2,1,18.1,Truck,162.3,105,Frozen,23.3,149.8,8,Org_A,28.0,2.9
REC-0020,2022-07-24,Sunday,July,2022,Monsoon,Weekend,,0,Wedding Hall,DNR-0032,1,2,Raw Groceries,Gujarat,SHL-009,Daya Niwas,310,Dinner,247.87,210.3,37.57,15.16,1153,232,788.0,163.36,497.0,1,49.2,Auto-Rickshaw,684.38,109,Room Temperature,39.6,109.7,4,Org_A,57.0,3.0
REC-0303,2022-07-24,Sunday,July,2022,Monsoon,Weekend,,0,Individual Donor,DNR-0020,1,8,Packaged Food,Gujarat,SHL-009,Daya Niwas,310,Snack,99.4,88.15,11.25,11.32,515,253,1661.6,29.47,203.6,1,38.4,Truck,431.39,136,Refrigerated,37.4,98.1,4,Org_B,54.0,3.0
REC-0246,2022-07-27,Wednesday,July,2022,Monsoon,Weekday,,0,Individual Donor,DNR-0013,1,4,Packaged Food,Gujarat,SHL-008,Karuna Ashram,350,Dinner,51.98,44.29,7.69,14.79,259,312,1036.0,10.833535379488232,36.70724632931143,0,4.1,Bike,59.59,59,Room Temperature,36.7,117.5,15,Org_A,38.0,4.9
REC-0590,2022-07-28,Thursday,July,2022,Monsoon,Weekday,,0,Corporate Canteen,DNR-0061,1,11,Cooked Meal,West Bengal,SHL-007,Prerna Niwas,270,Lunch,153.33,141.97,11.36,7.41,524,230,1134.4,102.32,227.8,1,5.2,Van,58.49,60,Refrigerated,31.3,133.0,3,Org_C,66.0,3.4
REC-0557,2022-07-30,Saturday,July,2022,Monsoon,Weekend,,0,Temple/Gurudwara,DNR-0049,1,5,Raw Groceries,Rajasthan,SHL-008,Karuna Ashram,350,Breakfast,61.37,58.01,3.36,5.48,220,245,1061.1,2.03,89.8,0,3.8,Car,65.64,66,Refrigerated,34.4,,7,Org_A,,4.5
REC-0280,2022-07-31,Sunday,July,2022,Monsoon,Weekend,,0,Catering Company,DNR-0047,1,4,Raw Groceries,Rajasthan,SHL-005,Annapurna Shelter,400,Lunch,471.24,411.99,59.25,12.57,1888,251,944.6,357.26,752.2,1,41.4,Truck,690.61,165,Frozen,35.6,40.4,10,Org_D,33.0,2.5
REC-0244,2022-08-03,Wednesday,August,2022,Monsoon,Weekday,,0,Catering Company,DNR-0078,1,2,Raw Groceries,Karnataka,SHL-005,Annapurna Shelter,400,Breakfast,144.53,131.9,12.63,8.74,584,200,1075.7,84.84,292.0,1,29.0,Van,456.97,66,Room Temperature,24.8,195.0,15,Org_B,67.0,4.9
REC-0393,2022-08-06,Saturday,August,2022,Monsoon,Weekend,,0,School/College,DNR-0033,1,5,Raw Groceries,Rajasthan,SHL-002,Umeed Niwas,250,Breakfast,76.67,69.76,6.91,9.01,311,131,1359.6,-23.252262548595706,135.897456131689,0,11.0,Van,155.55,129,Refrigerated,35.7,43.8,9,Org_E,,3.7
REC-0077,2022-08-10,Wednesday,August,2022,Monsoon,Weekday,Independence Day,1,School/College,DNR-0009,1,2,Cooked Meal,Uttar Pradesh,SHL-002,Umeed Niwas,250,Breakfast,269.66,259.48,10.18,3.78,1026,232,1658.3,219.93,442.2,1,31.2,Bike,389.37,47,Frozen,28.7,119.7,11,Org_B,71.0,3.2
REC-0075,2022-08-14,Sunday,August,2022,Monsoon,Weekend,Independence Day,1,Restaurant,DNR-0003,1,2,Packaged Food,Tamil Nadu,SHL-001,Aashraya Shelter,300,Dinner,314.53,302.29,12.24,3.89,1784,172,378.4,264.38,1037.2,1,36.8,Auto-Rickshaw,332.09,59,Frozen,33.2,85.5,2,Org_C,17.0,5.0
REC-0436,2022-08-17,Wednesday,August,2022,Monsoon,Weekday,Independence Day,1,Wedding Hall,DNR-0005,1,6,Cooked Meal,Maharashtra,SHL-008,Karuna Ashram,350,Snack,405.11,365.85,39.26,9.69,2119,330,876.9,-333.5947670890759,205.66004288084386,0,8.9,Van,157.52,146,Refrigerated,31.2,135.7,9,Org_A,16.0,2.7
REC-0001,2022-08-17,Wednesday,August,2022,Monsoon,Weekday,Independence Day,1,Restaurant,DNR-0070,0,1,Mixed,Rajasthan,SHL-004,Jeevan Kendra,180,Lunch,247.37,236.76,10.61,4.29,1341,153,1395.2,193.68,876.5,1,9.4,Auto-Rickshaw,184.61,37,Frozen,37.8,43.5,2,Org_A,4.0,4.6
REC-0456,2022-08-21,Sunday,August,2022,Monsoon,Weekend,Independence Day,1,Corporate Canteen,DNR-0072,1,8,Raw Groceries,Gujarat,SHL-001,Aashraya Shelter,300,Lunch,103.29,91.61,11.68,11.31,452,167,1151.1,-66.57653462016533,185.4887566079428,0,42.5,Bike,366.9,126,Room Temperature,29.5,,12,Org_D,5.0,4.6
REC-0374,2022-08-23,Tuesday,August,2022,Monsoon,Weekday,,0,Supermarket,DNR-0052,1,4,Raw Groceries,Uttar Pradesh,SHL-006,Asha Griha,220,Breakfast,234.3,212.61,21.69,9.26,1253,172,916.4,-162.69478973589244,328.3554159000858,0,30.2,Truck,272.42,32,Refrigerated,26.3,79.3,12,Org_C,49.0,3.9
REC-0170,2022-08-24,Wednesday,August,2022,Monsoon,Weekday,,0,Restaurant,DNR-0071,1,5,Cooked Meal,Delhi,SHL-002,Umeed Niwas,250,Lunch,51.68,48.24,3.44,6.67,243,148,1259.6,-13.02866957357455,53.658635543768185,0,31.0,Auto-Rickshaw,539.57,55,Frozen,32.4,84.0,10,Org_B,55.0,3.9
REC-0247,2022-08-26,Friday,August,2022,Monsoon,Weekday,,0,Wedding Hall,DNR-0057,1,3,Mixed,Maharashtra,SHL-001,Aashraya Shelter,300,Lunch,83.63,73.5,10.13,12.11,400,236,624.0,-17.43139694284865,133.2315319743406,0,8.6,Auto-Rickshaw,152.51,174,Room Temperature,25.9,136.2,13,Org_C,12.0,4.1
REC-0584,2022-08-26,Friday,August,2022,Monsoon,Weekday,,0,Supermarket,DNR-0040,1,7,Mixed,Delhi,SHL-003,Seva Sadan,200,Dinner,279.48,270.36,9.12,3.26,1475,184,1443.0,-151.19399204305176,626.817537638934,0,37.9,Truck,534.46,30,Frozen,33.9,141.2,15,Org_A,50.0,3.1
REC-0424,2022-08-28,Sunday,August,2022,Monsoon,Weekend,,0,Individual Donor,DNR-0042,1,6,Cooked Meal,Maharashtra,SHL-007,Prerna Niwas,270,Lunch,134.76,123.16,11.6,8.6,614,269,1203.9,64.53,228.3,1,28.7,Truck,546.69,29,Room Temperature,26.3,216.3,11,Org_A,68.0,3.4
REC-0193,2022-08-30,Tuesday,August,2022,Monsoon,Weekday,,0,Restaurant,DNR-0074,1,3,Mixed,Delhi,SHL-007,Prerna Niwas,270,Dinner,168.36,152.71,15.65,9.3,671,201,885.4,-134.22106386557033,210.6113731131649,0,45.4,Car,545.82,175,Refrigerated,26.1,107.5,9,Org_C,59.0,2.9
REC-0282,2022-08-31,Wednesday,August,2022,Monsoon,Weekday,,0,Hotel,DNR-0062,1,5,Cooked Meal,West Bengal,SHL-006,Asha Griha,220,Breakfast,137.22,128.94,8.28,6.03,668,118,824.7,108.87,566.1,1,40.6,Truck,733.31,68,Frozen,24.8,212.8,12,Org_D,53.0,
REC-0513,2022-09-05,Monday,September,2022,Monsoon,Weekday,Ganesh Chaturthi,1,Restaurant,DNR-0050,1,7,Raw Groceries,Gujarat,SHL-004,Jeevan Kendra,180,Lunch,133.27,128.33,4.94,3.71,490,147,767.6,-82.79868161860566,243.77075006357995,0,44.0,Truck,403.54,44,Frozen,28.4,112.6,2,Org_E,41.0,2.9
REC-0443,2022-09-09,Friday,September,2022,Monsoon,Weekday,,0,Hotel,DNR-0052,1,6,Mixed,West Bengal,SHL-008,Karuna Ashram,350,Dinner,398.25,374.97,23.28,5.84,2026,317,1112.6,302.17,639.1,1,50.1,Car,661.54,106,Frozen,30.4,193.9,12,Org_C,52.0,4.6
REC-0242,2022-09-10,Saturday,September,2022,Monsoon,Weekend,,0,NGO Partner,DNR-0077,1,4,Cooked Meal,Maharashtra,SHL-007,Prerna Niwas,270,Dinner,146.9,142.46,4.44,3.02,687,215,1136.9,81.46,319.5,1,27.6,Car,374.51,27,Frozen,24.6,167.6,12,Org_A,3.0,4.9
REC-0256,2022-09-10,Saturday,September,2022,Monsoon,Weekend,,0,School/College,DNR-0007,1,4,Cooked Meal,Uttar Pradesh,SHL-010,Sahara Home,290,Lunch,194.46,175.24,19.22,9.89,769,259,1043.4,-117.37272431378273,116.32239568087141,0,52.4,Truck,773.89,156,Refrigerated,32.8,173.5,15,Org_E,62.0,3.4
REC-0229,2022-09-11,Sunday,September,2022,Monsoon,Weekend,,0,Restaurant,DNR-0061,1,4,Raw Groceries,Gujarat,SHL-006,Asha Griha,220,Snack,297.5,254.55,42.95,14.44,940,154,1133.3,220.46,610.4,1,5.8,Car,50.99,165,Room Temperature,38.0,130.9,7,Org_B,21.0,3.4
REC-0243,2022-09-11,Sunday,September,2022,Monsoon,Weekend,,0,Catering Company,DNR-0039,1,6,Raw Groceries,Rajasthan,SHL-008,Karuna Ashram,350,Lunch,331.41,295.35,36.06,10.88,1126,177,1016.9,-351.251049523268,231.90648166772607,0,29.1,Auto-Rickshaw,514.66,122,Frozen,40.1,73.1,12,Org_A,67.0,2.8
REC-0501,2022-09-13,Tuesday,September,2022,Monsoon,Weekday,,0,School/College,DNR-0075,1,3,Raw Groceries,Rajasthan,SHL-010,Sahara Home,290,Breakfast,93.37,80.17,13.2,14.13,374,279,1466.7,25.49,134.1,1,4.0,Truck,46.96,159,Room Temperature,39.1,58.0,7,Org_B,39.0,3.8
REC-0310,2022-09-16,Friday,September,2022,Monsoon,Weekday,,0,Corporate Canteen,DNR-0060,1,3,Packaged Food,Tamil Nadu,SHL-001,Aashraya Shelter,300,Breakfast,347.03,298.52,48.51,13.98,1777,247,957.6,253.7,719.4,1,12.4,Bike,205.61,153,Room Temperature,29.4,143.1,10,Org_D,57.0,4.0
REC-0585,2022-09-16,Friday,September,2022,Monsoon,Weekday,,0,Catering Company,DNR-0041,1,16,Raw Groceries,Gujarat,SHL-002,Umeed Niwas,250,Snack,412.78,391.9,20.88,5.06,2148,148,1446.3,-385.6803766002501,1122.8806167762634,0,13.2,Van,263.77,52,Frozen,39.7,86.9,15,Org_D,29.0,2.6
REC-0047,2022-09-17,Saturday,September,2022,Monsoon,Weekend,,0,Individual Donor,DNR-0014,1,2,Mixed,Maharashtra,SHL-001,Aashraya Shelter,300,Dinner,105.23,102.74,2.49,2.37,374,279,470.5,-78.40770484460656,43.38545331764932,0,23.4,Auto-Rickshaw,467.92,18,Frozen,33.9,175.5,9,Org_D,62.0,5.0
REC-0372,2022-09-18,Sunday,September,2022,Monsoon,Weekend,,0,Catering Company,DNR-0039,1,8,Raw Groceries,Karnataka,SHL-007,Prerna Niwas,270,Breakfast,179.49,165.19,14.3,7.97,584,233,1359.4,111.11,250.6,1,35.2,Bike,562.52,151,Frozen,23.8,180.7,8,Org_A,53.0,3.9
REC-0503,2022-09-24,Saturday,September,2022,Monsoon,Weekend,,0,School/College,DNR-0052,1,10,Raw Groceries,Gujarat,SHL-008,Karuna Ashram,350,Breakfast,162.2,148.74,13.46,8.3,549,292,1164.6,-110.65980493263808,60.524822306661896,0,25.2,Bike,275.58,165,Frozen,38.3,157.5,15,Org_E,34.0,3.6
REC-0465,2022-09-24,Saturday,September,2022,Monsoon,Weekend,,0,Supermarket,DNR-0034,1,3,Mixed,West Bengal,SHL-006,Asha Griha,220,Snack,102.5,93.59,8.91,8.69,392,146,1169.6,65.79,268.5,1,20.6,Truck,353.99,59,Frozen,36.2,251.1,14,Org_B,37.0,4.8
REC-0121,2022-10-02,Sunday,October,2022,Post-Monsoon,Weekend,Navratri,1,Individual Donor,DNR-0073,1,2,Mixed,Delhi,SHL-007,Prerna Niwas,270,Dinner,156.77,136.09,20.68,13.19,723,200,1488.1,100.9,361.5,1,32.2,Van,605.63,158,Room Temperature,22.5,17.3,7,Org_A,71.0,3.6
REC-0344,2022-10-10,Monday,October,2022,Post-Monsoon,Weekday,Diwali,1,Individual Donor,DNR-0009,1,9,Cooked Meal,Tamil Nadu,SHL-007,Prerna Niwas,270,Lunch,275.94,251.03,24.91,9.03,1084,163,1216.7,-247.27297546305707,422.7087208351231,0,20.6,Car,280.17,157,Refrigerated,31.2,,4,Org_C,41.0,3.7
REC-0415,2022-10-11,Tuesday,October,2022,Post-Monsoon,Weekday,Diwali,1,NGO Partner,DNR-0027,1,5,Raw Groceries,Gujarat,SHL-009,Daya Niwas,310,Breakfast,169.32,163.51,5.81,3.43,616,193,1074.3,118.55,319.2,1,4.4,Truck,77.91,72,Frozen,31.9,6.8,7,Org_E,35.0,4.7
REC-0502,2022-10-14,Friday,October,2022,Post-Monsoon,Weekday,Diwali,1,Temple/Gurudwara,DNR-0047,1,9,Packaged Food,Gujarat,SHL-002,Umeed Niwas,250,Dinner,86.86,81.29,5.57,6.41,419,214,1733.7,29.98,195.8,1,20.2,Car,238.12,131,Frozen,31.7,9.6,4,Org_B,55.0,2.8
REC-0157,2022-10-14,Friday,October,2022,Post-Monsoon,Weekday,Diwali,1,Wedding Hall,DNR-0044,1,2,Cooked Meal,Delhi,SHL-001,Aashraya Shelter,300,Breakfast,205.77,185.44,20.33,9.88,1020,293,1110.0,123.36,348.1,1,14.0,Truck,130.44,169,Refrigerated,24.8,0.2,14,Org_A,42.0,
REC-0339,2022-10-17,Monday,October,2022,Post-Monsoon,Weekday,Diwali,1,Restaurant,DNR-0037,1,7,Mixed,West Bengal,SHL-010,Sahara Home,290,Breakfast,246.22,237.4,8.82,3.58,1155,275,570.4,174.33,420.0,1,9.9,Bike,166.28,66,Refrigerated,31.7,8.7,2,Org_A,,4.1
REC-0169,2022-10-18,Tuesday,October,2022,Post-Monsoon,Weekday,Diwali,1,NGO Partner,DNR-0045,0,1,Raw Groceries,Rajasthan,SHL-006,Asha Griha,220,Snack,352.47,321.45,31.02,8.8,1495,111,1243.7,294.49,1346.8,1,42.1,Auto-Rickshaw,703.81,136,Frozen,41.4,12.7,9,Org_D,58.0,5.0
REC-0515,2022-10-19,Wednesday,October,2022,Post-Monsoon,Weekday,Diwali,1,NGO Partner,DNR-0001,1,6,Packaged Food,Tamil Nadu,SHL-004,Jeevan Kendra,180,Snack,497.89,420.92,76.97,15.46,2182,178,767.9,391.07,1225.8,1,9.8,Car,159.15,133,Room Temperature,35.8,19.8,12,Org_A,22.0,
REC-0109,2022-10-20,Thursday,October,2022,Post-Monsoon,Weekday,Diwali,1,Supermarket,DNR-0047,1,2,Raw Groceries,Uttar Pradesh,SHL-001,Aashraya Shelter,300,Lunch,509.54,467.39,42.15,8.27,1955,292,1452.6,392.09,669.5,1,37.7,Van,497.19,113,Refrigerated,25.9,1.6,11,Org_C,20.0,4.9
REC-0260,2022-10-25,Tuesday,October,2022,Post-Monsoon,Weekday,,0,Restaurant,DNR-0019,0,1,Mixed,Maharashtra,SHL-004,Jeevan Kendra,180,Dinner,49.21,44.76,4.45,9.05,247,165,1286.3,-3.4150177406091964,73.81979418813685,0,28.4,Auto-Rickshaw,463.59,30,Room Temperature,23.9,18.8,5,Org_C,70.0,
REC-0469,2022-10-26,Wednesday,October,2022,Post-Monsoon,Weekday,,0,Restaurant,DNR-0048,1,5,Mixed,Rajasthan,SHL-005,Annapurna Shelter,400,Lunch,187.49,155.01,32.48,17.32,705,340,1151.7,-46.237944248112385,67.60888437620339,0,33.3,Car,468.05,164,Room Temperature,41.5,3.0,3,Org_B,2.0,2.5
REC-0586,2022-10-26,Wednesday,October,2022,Post-Monsoon,Weekday,,0,Restaurant,DNR-0062,1,9,Mixed,Delhi,SHL-005,Annapurna Shelter,400,Breakfast,255.52,231.22,24.3,9.51,1344,201,1069.1,176.73,668.7,1,30.9,Bike,340.03,176,Frozen,26.7,16.8,9,Org_E,38.0,4.2
REC-0223,2022-10-30,Sunday,October,2022,Post-Monsoon,Weekend,,0,Supermarket,DNR-0051,1,2,Mixed,Rajasthan,SHL-006,Asha Griha,220,Breakfast,464.94,396.81,68.13,14.65,2173,123,922.0,-237.43904639232227,570.7052010328243,0,48.0,Van,542.84,156,Room Temperature,39.4,,15,Org_E,36.0,4.7
REC-0089,2022-10-30,Sunday,October,2022,Post-Monsoon,Weekend,,0,Hotel,DNR-0020,1,2,Cooked Meal,Karnataka,SHL-003,Seva Sadan,200,Dinner,215.57,199.98,15.59,7.23,792,154,1122.0,172.88,514.3,1,52.3,Auto-Rickshaw,877.94,34,Refrigerated,32.9,2.7,14,Org_E,64.0,4.5
REC-0059,2022-11-01,Tuesday,November,2022,Post-Monsoon,Weekday,Diwali,1,School/College,DNR-0059,1,2,Raw Groceries,Uttar Pradesh,SHL-006,Asha Griha,220,Dinner,168.25,158.11,10.14,6.03,647,121,835.5,126.94,534.7,1,54.3,Car,594.67,97,Frozen,30.4,7.1,13,Org_D,31.0,2.9
REC-0544,2022-11-02,Wednesday,November,2022,Post-Monsoon,Weekday,Diwali,1,Temple/Gurudwara,DNR-0076,1,4,Raw Groceries,Gujarat,SHL-004,Jeevan Kendra,180,Lunch,253.87,236.94,16.93,6.67,892,111,1180.7,218.04,803.6,1,27.3,Truck,318.35,156,Refrigerated,30.1,15.9,13,Org_E,60.0,2.9
REC-0195,2022-11-04,Friday,November,2022,Post-Monsoon,Weekday,Diwali,1,Corporate Canteen,DNR-0054,1,2,Mixed,Maharashtra,SHL-009,Daya Niwas,310,Snack,390.24,348.77,41.47,10.63,1819,165,896.1,306.86,1102.4,1,37.5,Auto-Rickshaw,685.08,96,Room Temperature,31.2,2.5,15,Org_B,10.0,3.1
